순번,산업분류코드,산업분류명칭,데이터기준일
1126,467,기타 전문 도매업,2022-08-02
1127,4671,연료,2022-08-02
1128,46711,고체 연료 및 관련제품 도매업,2022-08-02
1129,46712,액체 연료 및 관련제품 도매업,2022-08-02
1130,46713,기체 연료 및 관련제품 도매업,2022-08-02
1131,4672,1차 금속제품 및 금속광물 도매업,2022-08-02
1132,46721,1차 금속제품 도매업,2022-08-02
1133,46722,금속광물 도매업,2022-08-02
1134,4673,화학 물질 및 화학제품 도매업,2022-08-02
1135,46731,염료,2022-08-02
1136,46732,비료 및 농약 도매업,2022-08-02
1137,46733,플라스틱 물질 및 합성고무 도매업,2022-08-02
1138,46739,기타 화학 물질 및 화학제품 도매업,2022-08-02
1139,4674,방직용 섬유,2022-08-02
1140,46741,방직용 섬유 및 실 도매업,2022-08-02
1141,46742,직물 도매업,2022-08-02
1142,4675,종이 원지,2022-08-02
1143,46750,종이 원지,2022-08-02
1144,4679,재생용 재료 및 기타 상품 전문 도매업,2022-08-02
1145,46791,재생용 재료 수집 및 판매업,2022-08-02
1146,46799,그 외 기타 상품 전문 도매업,2022-08-02
1147,468,상품 종합 도매업,2022-08-02
1148,4680,상품 종합 도매업,2022-08-02
1149,46800,상품 종합 도매업,2022-08-02
1150,47,소매업; 자동차 제외,2022-08-02
1151,471,종합 소매업,2022-08-02
1152,4711,대형 종합 소매업,2022-08-02
1153,47111,백화점,2022-08-02
1154,47112,대형 마트,2022-08-02
1155,47119,기타 대형 종합 소매업,2022-08-02
1156,4712,음ㆍ식료품 위주 종합 소매업,2022-08-02
1157,47121,슈퍼마켓,2022-08-02
1158,47122,체인화 편의점,2022-08-02
1159,47129,기타 음ㆍ식료품 위주 종합 소매업,2022-08-02
1160,4713,면세점,2022-08-02
1161,47130,면세점,2022-08-02
1162,4719,그 외 기타 종합 소매업,2022-08-02
1163,47190,그 외 기타 종합 소매업,2022-08-02
1164,472,음ㆍ식료품 및 담배 소매업,2022-08-02
1165,4721,식료품 소매업,2022-08-02
1166,47211,곡물,2022-08-02
1167,47212,육류 소매업,2022-08-02
1168,47213,건어물 및 젓갈류 소매업,2022-08-02
1169,47214,신선,2022-08-02
1170,47215,채소,2022-08-02
1171,47216,빵류,2022-08-02
1172,47217,건강 보조식품 소매업,2022-08-02
1173,47218,조리 반찬류 소매업,2022-08-02
1174,47219,기타 식료품 소매업,2022-08-02
1175,4722,음료 및 담배 소매업,2022-08-02
1176,47221,음료 소매업,2022-08-02
1177,47222,담배 소매업,2022-08-02
1178,473,가전제품 및 정보 통신장비 소매업,2022-08-02
1179,4731,컴퓨터 및 주변장치,2022-08-02
1180,47311,컴퓨터 및 주변장치,2022-08-02
1181,47312,통신기기 소매업,2022-08-02
1182,4732,가전제품 소매업,2022-08-02
1183,47320,가전제품 소매업,2022-08-02
1184,474,섬유,2022-08-02
1185,4741,의복 소매업,2022-08-02
1186,47411,남자용 겉옷 소매업,2022-08-02
1187,47412,여자용 겉옷 소매업,2022-08-02
1188,47413,속옷 및 잠옷 소매업,2022-08-02
1189,47414,셔츠 및 블라우스 소매업,2022-08-02
1190,47415,한복 소매업,2022-08-02
1191,47416,가죽 및 모피 의복 소매업,2022-08-02
1192,47417,유아용 의류 소매업,2022-08-02
1193,47419,기타 의복 소매업,2022-08-02
1194,4742,섬유,2022-08-02
1195,47421,가정용 직물제품 소매업,2022-08-02
1196,47422,의복 액세서리 및 모조 장신구 소매업,2022-08-02
1197,47429,섬유 원단,2022-08-02
1198,4743,신발 소매업,2022-08-02
1199,47430,신발 소매업,2022-08-02
1200,4744,가방 및 기타 가죽제품 소매업,2022-08-02
1201,47440,가방 및 기타 가죽제품 소매업,2022-08-02
1202,475,기타 생활용품 소매업,2022-08-02
1203,4751,철물,2022-08-02
1204,47511,철물 및 난방용구 소매업,2022-08-02
1205,47512,공구 소매업,2022-08-02
1206,47513,벽지,2022-08-02
1207,47519,페인트,2022-08-02
1208,4752,가구 소매업,2022-08-02
1209,47520,가구 소매업,2022-08-02
1210,4759,그 외 기타 가정용품 소매업,2022-08-02
1211,47591,전기용품 및 조명장치 소매업,2022-08-02
1212,47592,주방용품 및 가정용 유리,2022-08-02
1213,47593,악기 소매업,2022-08-02
1214,47599,그 외 기타 분류 안된 가정용품 소매업,2022-08-02
1215,476,문화,2022-08-02
1216,4761,서적 및 문구용품 소매업,2022-08-02
1217,47611,서적,2022-08-02
1218,47612,문구용품 및 회화용품 소매업,2022-08-02
1219,4762,음반 및 비디오물 소매업,2022-08-02
1220,47620,음반 및 비디오물 소매업,2022-08-02
1221,4763,운동용품 및 자전거 소매업,2022-08-02
1222,47631,운동 및 경기용품 소매업,2022-08-02
1223,47632,자전거 및 기타 운송장비 소매업,2022-08-02
1224,4764,게임용구,2022-08-02
1225,47640,게임용구,2022-08-02
1226,477,연료 소매업,2022-08-02
1227,4771,운송장비용 연료 소매업,2022-08-02
1228,47711,운송장비용 주유소 운영업,2022-08-02
1229,47712,운송장비용 가스 충전업,2022-08-02
1230,4772,가정용 연료 소매업,2022-08-02
1231,47721,가정용 고체 연료 소매업,2022-08-02
1232,47722,가정용 액체 연료 소매업,2022-08-02
1233,47723,가정용 가스 연료 소매업,2022-08-02
1234,478,기타 상품 전문 소매업,2022-08-02
1235,4781,의약품,2022-08-02
1236,47811,의약품 및 의료용품 소매업,2022-08-02
1237,47812,의료용 기구 소매업,2022-08-02
1238,47813,화장품,2022-08-02
1239,4782,사무용 기기,2022-08-02
1240,47821,사무용 기기 소매업,2022-08-02
1241,47822,안경 및 렌즈 소매업,2022-08-02
1242,47823,사진기 및 사진용품 소매업,2022-08-02
1243,47829,기타 광학 및 정밀 기기 소매업,2022-08-02
1244,4783,시계 및 귀금속 소매업,2022-08-02
1245,47830,시계 및 귀금속 소매업,2022-08-02
1246,4784,예술품,2022-08-02
1247,47841,예술품 및 골동품 소매업,2022-08-02
1248,47842,기념품,2022-08-02
1249,4785,그 외 기타 상품 전문 소매업,2022-08-02
1250,47851,화초 및 식물 소매업,2022-08-02
1251,47852,애완용 동물 및 관련용품 소매업,2022-08-02
1252,47859,그 외 기타 분류 안된 상품 전문 소매업,2022-08-02
1253,4786,중고 상품 소매업,2022-08-02
1254,47861,중고 가구 소매업,2022-08-02
1255,47862,중고 가전제품 및 통신장비 소매업,2022-08-02
1256,47869,기타 중고 상품 소매업,2022-08-02
1257,479,무점포 소매업,2022-08-02
1258,4791,통신 판매업,2022-08-02
1259,47911,전자상거래 소매 중개업,2022-08-02
1260,47912,전자상거래 소매업,2022-08-02
1261,47919,기타 통신 판매업,2022-08-02
1262,4792,노점 및 유사 이동 소매업,2022-08-02
1263,47920,노점 및 유사 이동 소매업,2022-08-02
1264,4799,기타 무점포 소매업,2022-08-02
1265,47991,자동 판매기 운영업,2022-08-02
1266,47992,계약배달 판매업,2022-08-02
1267,47993,방문 판매업,2022-08-02
1268,47999,그 외 기타 무점포 소매업,2022-08-02
1269,49,육상 운송 및 파이프라인 운송업,2022-08-02
1270,491,철도 운송업,2022-08-02
1271,4910,철도 운송업,2022-08-02
1272,49101,철도 여객 운송업,2022-08-02
1273,49102,철도 화물 운송업,2022-08-02
1274,492,육상 여객 운송업,2022-08-02
1275,4921,도시 정기 육상 여객 운송업,2022-08-02
1276,49211,도시철도 운송업,2022-08-02
1277,49212,시내버스 운송업,2022-08-02
1278,49219,기타 도시 정기 육상 여객 운송업,2022-08-02
1279,4922,시외버스 운송업,2022-08-02
1280,49220,시외버스 운송업,2022-08-02
1281,4923,부정기 육상 여객 운송업,2022-08-02
1282,49231,택시 운송업,2022-08-02
1283,49232,전세버스 운송업,2022-08-02
1284,49233,특수 여객 자동차 운송업,2022-08-02
1285,49239,기타 부정기 여객 육상 운송업,2022-08-02
1286,493,도로 화물 운송업,2022-08-02
1287,4930,도로 화물 운송업,2022-08-02
1288,49301,일반 화물 자동차 운송업,2022-08-02
1289,49302,용달 화물 자동차 운송업,2022-08-02
1290,49303,개별 화물 자동차 운송업,2022-08-02
1291,49309,기타 도로 화물 운송업,2022-08-02
1292,494,소화물 전문 운송업,2022-08-02
1293,4940,소화물 전문 운송업,2022-08-02
1294,49401,택배업,2022-08-02
1295,49402,늘찬 배달업,2022-08-02
1296,495,파이프라인 운송업,2022-08-02
1297,4950,파이프라인 운송업,2022-08-02
1298,49500,파이프라인 운송업,2022-08-02
1299,50,수상 운송업,2022-08-02
1300,501,해상 운송업,2022-08-02
1301,5011,외항 운송업,2022-08-02
1302,50111,외항 여객 운송업,2022-08-02
1303,50112,외항 화물 운송업,2022-08-02
1304,5012,내항 운송업,2022-08-02
1305,50121,내항 여객 운송업,2022-08-02
1306,50122,내항 화물 운송업,2022-08-02
1307,5013,기타 해상 운송업,2022-08-02
1308,50130,기타 해상 운송업,2022-08-02
1309,502,내륙 수상 및 항만 내 운송업,2022-08-02
1310,5020,내륙 수상 및 항만 내 운송업,2022-08-02
1311,50201,내륙 수상 여객 및 화물 운송업,2022-08-02
1312,50202,항만 내 여객 운송업,2022-08-02
1313,50209,기타 내륙 수상 운송업,2022-08-02
1314,51,항공 운송업,2022-08-02
1315,511,항공 여객 운송업,2022-08-02
1316,5110,항공 여객 운송업,2022-08-02
1317,51100,항공 여객 운송업,2022-08-02
1318,512,항공 화물 운송업,2022-08-02
1319,5120,항공 화물 운송업,2022-08-02
1320,51200,항공 화물 운송업,2022-08-02
1321,52,창고 및 운송관련 서비스업,2022-08-02
1322,521,보관 및 창고업,2022-08-02
1323,5210,보관 및 창고업,2022-08-02
1324,52101,일반 창고업,2022-08-02
1325,52102,냉장 및 냉동 창고업,2022-08-02
1326,52103,농산물 창고업,2022-08-02
1327,52104,위험 물품 보관업,2022-08-02
1328,52109,기타 보관 및 창고업,2022-08-02
1329,529,기타 운송관련 서비스업,2022-08-02
1330,5291,육상 운송 지원 서비스업,2022-08-02
1331,52911,철도 운송 지원 서비스업,2022-08-02
1332,52912,여객 자동차 터미널 운영업,2022-08-02
1333,52913,물류 터미널 운영업,2022-08-02
1334,52914,도로 및 관련시설 운영업,2022-08-02
1335,52915,주차장 운영업,2022-08-02
1336,52919,기타 육상 운송지원 서비스업,2022-08-02
1337,5292,수상 운송 지원 서비스업,2022-08-02
1338,52921,항구 및 기타 해상 터미널 운영업,2022-08-02
1339,52929,기타 수상 운송 지원 서비스업,2022-08-02
1340,5293,항공 운송 지원 서비스업,2022-08-02
1341,52931,공항 운영업,2022-08-02
1342,52939,기타 항공 운송지원 서비스업,2022-08-02
1343,5294,화물 취급업,2022-08-02
1344,52941,항공 및 육상 화물 취급업,2022-08-02
1345,52942,수상 화물 취급업,2022-08-02
1346,5299,그 외 기타 운송관련 서비스업,2022-08-02
1347,52991,통관 대리 및 관련서비스업,2022-08-02
1348,52992,화물 운송 중개,2022-08-02
1349,52993,화물 포장,2022-08-02
1350,52999,그 외 기타 분류 안된 운송관련 서비스업,2022-08-02
1351,55,숙박업,2022-08-02
1352,551,일반 및 생활 숙박시설 운영업,2022-08-02
1353,5510,일반 및 생활 숙박시설 운영업,2022-08-02
1354,55101,호텔업,2022-08-02
1355,55102,여관업,2022-08-02
1356,55103,휴양 콘도 운영업,2022-08-02
1357,55104,민박업,2022-08-02
1358,55109,기타 일반 및 생활 숙박시설 운영업,2022-08-02
1359,559,기타 숙박업,2022-08-02
1360,5590,기타 숙박업,2022-08-02
1361,55901,기숙사 및 고시원 운영업,2022-08-02
1362,55909,그 외 기타 숙박업,2022-08-02
1363,56,음식점 및 주점업,2022-08-02
1364,561,음식점업,2022-08-02
1365,5611,한식 음식점업,2022-08-02
1366,56111,한식 일반 음식점업,2022-08-02
1367,56112,한식 면 요리 전문점,2022-08-02
1368,56113,한식 육류 요리 전문점,2022-08-02
1369,56114,한식 해산물 요리 전문점,2022-08-02
1370,5612,외국식 음식점업,2022-08-02
1371,56121,중식 음식점업,2022-08-02
1372,56122,일식 음식점업,2022-08-02
1373,56123,서양식 음식점업,2022-08-02
1374,56129,기타 외국식 음식점업,2022-08-02
1375,5613,기관 구내식당업,2022-08-02
1376,56130,기관 구내식당업,2022-08-02
1377,5614,출장 및 이동 음식점업,2022-08-02
1378,56141,출장 음식 서비스업,2022-08-02
1379,56142,이동 음식점업,2022-08-02
1380,5619,기타 간이 음식점업,2022-08-02
1381,56191,제과점업,2022-08-02
1382,56192,피자,2022-08-02
1383,56193,치킨 전문점,2022-08-02
1384,56194,김밥 및 기타 간이 음식점업,2022-08-02
1385,56199,간이 음식 포장 판매 전문점,2022-08-02
1386,562,주점 및 비알코올 음료점업,2022-08-02
1387,5621,주점업,2022-08-02
1388,56211,일반 유흥 주점업,2022-08-02
1389,56212,무도 유흥 주점업,2022-08-02
1390,56213,생맥주 전문점,2022-08-02
1391,56219,기타 주점업,2022-08-02
1392,5622,비알코올 음료점업,2022-08-02
1393,56221,커피 전문점,2022-08-02
1394,56229,기타 비알코올 음료점업,2022-08-02
1395,58,출판업,2022-08-02
1396,581,서적,2022-08-02
1397,5811,서적 출판업,2022-08-02
1398,58111,교과서 및 학습 서적 출판업,2022-08-02
1399,58112,만화 출판업,2022-08-02
1400,58113,일반 서적 출판업,2022-08-02
1401,5812,신문,2022-08-02
1402,58121,신문 발행업,2022-08-02
1403,58122,잡지 및 정기 간행물 발행업,2022-08-02
1404,58123,정기 광고 간행물 발행업,2022-08-02
1405,5819,기타 인쇄물 출판업,2022-08-02
1406,58190,기타 인쇄물 출판업,2022-08-02
1407,582,소프트웨어 개발 및 공급업,2022-08-02
1408,5821,게임 소프트웨어 개발 및 공급업,2022-08-02
1409,58211,유선 온라인 게임 소프트웨어 개발 및 공급업,2022-08-02
1410,58212,모바일 게임 소프트웨어 개발 및 공급업,2022-08-02
1411,58219,기타 게임 소프트웨어 개발 및 공급업,2022-08-02
1412,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,2022-08-02
1413,58221,시스템 소프트웨어 개발 및 공급업,2022-08-02
1414,58222,응용 소프트웨어 개발 및 공급업,2022-08-02
1415,59,영상ㆍ오디오 기록물 제작 및 배급업,2022-08-02
1416,591,영화,2022-08-02
1417,5911,영화,2022-08-02
1418,59111,일반 영화 및 비디오물 제작업,2022-08-02
1419,59112,애니메이션 영화 및 비디오물 제작업,2022-08-02
1420,59113,광고 영화 및 비디오물 제작업,2022-08-02
1421,59114,방송 프로그램 제작업,2022-08-02
1422,5912,영화,2022-08-02
1423,59120,영화,2022-08-02
1424,5913,영화,2022-08-02
1425,59130,영화,2022-08-02
1426,5914,영화 및 비디오물 상영업,2022-08-02
1427,59141,영화관 운영업,2022-08-02
1428,59142,비디오물 감상실 운영업,2022-08-02
1429,592,오디오물 출판 및 원판 녹음업,2022-08-02
1430,5920,오디오물 출판 및 원판 녹음업,2022-08-02
1431,59201,음악 및 기타 오디오물 출판업,2022-08-02
1432,59202,녹음시설 운영업,2022-08-02
1433,60,방송업,2022-08-02
1434,601,라디오 방송업,2022-08-02
1435,6010,라디오 방송업,2022-08-02
1436,60100,라디오 방송업,2022-08-02
1437,602,텔레비전 방송업,2022-08-02
1438,6021,지상파 방송업,2022-08-02
1439,60210,지상파 방송업,2022-08-02
1440,6022,유선,2022-08-02
1441,60221,프로그램 공급업,2022-08-02
1442,60222,유선 방송업,2022-08-02
1443,60229,위성 및 기타 방송업,2022-08-02
1444,61,우편 및 통신업,2022-08-02
1445,611,공영 우편업,2022-08-02
1446,6110,공영 우편업,2022-08-02
1447,61100,공영 우편업,2022-08-02
1448,612,전기 통신업,2022-08-02
1449,6121,유선 통신업,2022-08-02
1450,61210,유선 통신업,2022-08-02
1451,6122,무선 및 위성 통신업,2022-08-02
1452,61220,무선 및 위성 통신업,2022-08-02
1453,6129,기타 전기 통신업,2022-08-02
1454,61291,통신 재판매업,2022-08-02
1455,61299,그 외 기타 전기 통신업,2022-08-02
1456,62,컴퓨터 프로그래밍,2022-08-02
1457,620,컴퓨터 프로그래밍,2022-08-02
1458,6201,컴퓨터 프로그래밍 서비스업,2022-08-02
1459,62010,컴퓨터 프로그래밍 서비스업,2022-08-02
1460,6202,컴퓨터 시스템 통합 자문,2022-08-02
1461,62021,컴퓨터 시스템 통합 자문 및 구축 서비스업,2022-08-02
1462,62022,컴퓨터시설 관리업,2022-08-02
1463,6209,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,2022-08-02
1464,62090,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,2022-08-02
1465,63,정보서비스업,2022-08-02
1466,631,자료 처리,2022-08-02
1467,6311,자료 처리,2022-08-02
1468,63111,자료 처리업,2022-08-02
1469,63112,호스팅 및 관련 서비스업,2022-08-02
1470,6312,포털 및 기타 인터넷 정보 매개 서비스업,2022-08-02
1471,63120,포털 및 기타 인터넷 정보 매개 서비스업,2022-08-02
1472,639,기타 정보 서비스업,2022-08-02
1473,6391,뉴스 제공업,2022-08-02
1474,63910,뉴스 제공업,2022-08-02
1475,6399,그 외 기타 정보 서비스업,2022-08-02
1476,63991,데이터베이스 및 온라인 정보 제공업,2022-08-02
1477,63999,그 외 기타 정보 서비스업,2022-08-02
1478,64,금융업,2022-08-02
1479,641,은행 및 저축기관,2022-08-02
1480,6411,중앙은행,2022-08-02
1481,64110,중앙은행,2022-08-02
1482,6412,일반은행,2022-08-02
1483,64121,국내은행,2022-08-02
1484,64122,외국은행,2022-08-02
1485,6413,신용조합 및 저축기관,2022-08-02
1486,64131,신용조합,2022-08-02
1487,64132,상호 저축은행 및 기타 저축기관,2022-08-02
1488,642,신탁업 및 집합 투자업,2022-08-02
1489,6420,신탁업 및 집합 투자업,2022-08-02
1490,64201,신탁업 및 집합 투자업,2022-08-02
1491,64209,기타 금융 투자업,2022-08-02
1492,649,기타 금융업,2022-08-02
1493,6491,여신 금융업,2022-08-02
1494,64911,금융 리스업,2022-08-02
1495,64912,개발 금융기관,2022-08-02
1496,64913,신용카드 및 할부 금융업,2022-08-02
1497,64919,그 외 기타 여신 금융업,2022-08-02
1498,6499,그 외 기타 금융업,2022-08-02
1499,64991,기금 운영업,2022-08-02
1500,64992,지주회사,2022-08-02
1501,64999,그 외 기타 분류 안된 금융업,2022-08-02
1502,65,보험 및 연금업,2022-08-02
1503,651,보험업,2022-08-02
1504,6511,생명보험업,2022-08-02
1505,65110,생명보험업,2022-08-02
1506,6512,손해 및 보증보험업,2022-08-02
1507,65121,손해보험업,2022-08-02
1508,65122,보증보험업,2022-08-02
1509,6513,사회보장보험업,2022-08-02
1510,65131,건강보험업,2022-08-02
1511,65139,산업 재해 및 기타 사회보장보험업,2022-08-02
1512,652,재보험업,2022-08-02
1513,6520,재보험업,2022-08-02
1514,65200,재보험업,2022-08-02
1515,653,연금 및 공제업,2022-08-02
1516,6530,연금 및 공제업,2022-08-02
1517,65301,개인 공제업,2022-08-02
1518,65302,사업 공제업,2022-08-02
1519,65303,연금업,2022-08-02
1520,66,금융 및 보험관련 서비스업,2022-08-02
1521,661,금융 지원 서비스업,2022-08-02
1522,6611,금융시장 관리업,2022-08-02
1523,66110,금융시장 관리업,2022-08-02
1524,6612,증권 및 선물 중개업,2022-08-02
1525,66121,증권 중개업,2022-08-02
1526,66122,선물 중개업,2022-08-02
1527,6619,기타 금융 지원 서비스업,2022-08-02
1528,66191,증권 발행,2022-08-02
1529,66192,투자 자문업 및 투자 일임업,2022-08-02
1530,66199,그 외 기타 금융 지원 서비스업,2022-08-02
1531,662,보험 및 연금관련 서비스업,2022-08-02
1532,6620,보험 및 연금관련 서비스업,2022-08-02
1533,66201,손해 사정업,2022-08-02
1534,66202,보험 대리 및 중개업,2022-08-02
1535,66209,기타 보험 및 연금관련 서비스업,2022-08-02
1536,68,부동산업,2022-08-02
1537,681,부동산 임대 및 공급업,2022-08-02
1538,6811,부동산 임대업,2022-08-02
1539,68111,주거용 건물 임대업,2022-08-02
1540,68112,비주거용 건물 임대업,2022-08-02
1541,68119,기타 부동산 임대업,2022-08-02
1542,6812,부동산 개발 및 공급업,2022-08-02
1543,68121,주거용 건물 개발 및 공급업,2022-08-02
1544,68122,비주거용 건물 개발 및 공급업,2022-08-02
1545,68129,기타 부동산 개발 및 공급업,2022-08-02
1546,682,부동산관련 서비스업,2022-08-02
1547,6821,부동산 관리업,2022-08-02
1548,68211,주거용 부동산 관리업,2022-08-02
1549,68212,비주거용 부동산 관리업,2022-08-02
1550,6822,부동산 중개,2022-08-02
1551,68221,부동산 중개 및 대리업,2022-08-02
1552,68222,부동산 투자 자문업,2022-08-02
1553,68223,부동산 감정 평가업,2022-08-02
1554,70,연구개발업,2022-08-02
1555,701,자연과학 및 공학 연구개발업,2022-08-02
1556,7011,자연과학 연구개발업,2022-08-02
1557,70111,물리,2022-08-02
1558,70112,농림수산학 및 수의학 연구개발업,2022-08-02
1559,70113,의학 및 약학 연구개발업,2022-08-02
1560,70119,기타 자연과학 연구개발업,2022-08-02
1561,7012,공학 연구개발업,2022-08-02
1562,70121,전기ㆍ전자공학 연구개발업,2022-08-02
1563,70129,기타 공학 연구개발업,2022-08-02
1564,7013,자연과학 및 공학 융합 연구개발업,2022-08-02
1565,70130,자연과학 및 공학 융합 연구개발업,2022-08-02
1566,702,인문 및 사회과학 연구개발업,2022-08-02
1567,7020,인문 및 사회과학 연구개발업,2022-08-02
1568,70201,경제 및 경영학 연구개발업,2022-08-02
1569,70209,기타 인문 및 사회과학 연구개발업,2022-08-02
1570,71,전문 서비스업,2022-08-02
1571,711,법무관련 서비스업,2022-08-02
1572,7110,법무관련 서비스업,2022-08-02
1573,71101,변호사업,2022-08-02
1574,71102,변리사업,2022-08-02
1575,71103,법무사업,2022-08-02
1576,71109,기타 법무관련 서비스업,2022-08-02
1577,712,회계 및 세무관련 서비스업,2022-08-02
1578,7120,회계 및 세무관련 서비스업,2022-08-02
1579,71201,공인회계사업,2022-08-02
1580,71202,세무사업,2022-08-02
1581,71209,기타 회계 관련 서비스업,2022-08-02
1582,713,광고업,2022-08-02
1583,7131,광고 대행업,2022-08-02
1584,71310,광고 대행업,2022-08-02
1585,7139,기타 광고업,2022-08-02
1586,71391,옥외 및 전시 광고업,2022-08-02
1587,71392,광고 매체 판매업,2022-08-02
1588,71393,광고물 문안,2022-08-02
1589,71399,그 외 기타 광고 관련 서비스업,2022-08-02
1590,714,시장 조사 및 여론 조사업,2022-08-02
1591,7140,시장 조사 및 여론 조사업,2022-08-02
1592,71400,시장 조사 및 여론 조사업,2022-08-02
1593,715,회사 본부 및 경영 컨설팅 서비스업,2022-08-02
1594,7151,회사 본부,2022-08-02
1595,71511,제조업 회사 본부,2022-08-02
1596,71519,기타 산업 회사본부,2022-08-02
1597,7153,경영 컨설팅 및 공공 관계 서비스업,2022-08-02
1598,71531,경영 컨설팅업,2022-08-02
1599,71532,공공관계 서비스업,2022-08-02
1600,716,기타 전문 서비스업,2022-08-02
1601,7160,기타 전문 서비스업,2022-08-02
1602,71600,기타 전문 서비스업,2022-08-02
1603,72,건축 기술,2022-08-02
1604,721,건축 기술,2022-08-02
1605,7211,건축 및 조경 설계 서비스업,2022-08-02
1606,72111,건축 설계 및 관련 서비스업,2022-08-02
1607,72112,도시 계획 및 조경 설계 서비스업,2022-08-02
1608,7212,엔지니어링 서비스업,2022-08-02
1609,72121,건물 및 토목 엔지니어링 서비스업,2022-08-02
1610,72122,환경 관련 엔지니어링 서비스업,2022-08-02
1611,72129,기타 엔지니어링 서비스업,2022-08-02
1612,729,기타 과학기술 서비스업,2022-08-02
1613,7291,기술 시험,2022-08-02
1614,72911,물질 성분 검사 및 분석업,2022-08-02
1615,72919,기타 기술 시험,2022-08-02
1616,7292,측량,2022-08-02
1617,72921,측량업,2022-08-02
1618,72922,제도업,2022-08-02
1619,72923,지질 조사 및 탐사업,2022-08-02
1620,72924,지도 제작업,2022-08-02
1621,73,기타 전문,2022-08-02
1622,731,수의업,2022-08-02
1623,7310,수의업,2022-08-02
1624,73100,수의업,2022-08-02
1625,732,전문 디자인업,2022-08-02
1626,7320,전문 디자인업,2022-08-02
1627,73201,인테리어 디자인업,2022-08-02
1628,73202,제품 디자인업,2022-08-02
1629,73203,시각 디자인업,2022-08-02
1630,73209,패션,2022-08-02
1631,733,사진 촬영 및 처리업,2022-08-02
1632,7330,사진 촬영 및 처리업,2022-08-02
1633,73301,인물 사진 및 행사용 영상 촬영업,2022-08-02
1634,73302,상업용 사진 촬영업,2022-08-02
1635,73303,사진 처리업,2022-08-02
1636,739,그 외 기타 전문,2022-08-02
1637,7390,그 외 기타 전문,2022-08-02
1638,73901,매니저업,2022-08-02
1639,73902,번역 및 통역 서비스업,2022-08-02
1640,73903,사업 및 무형 재산권 중개업,2022-08-02
1641,73904,물품 감정,2022-08-02
1642,73909,그 외 기타 분류 안된 전문,2022-08-02
1643,74,사업시설 관리 및 조경 서비스업,2022-08-02
1644,741,사업시설 유지ㆍ관리 서비스업,2022-08-02
1645,7410,사업시설 유지ㆍ관리 서비스업,2022-08-02
1646,74100,사업시설 유지ㆍ관리 서비스업,2022-08-02
1647,742,건물ㆍ산업설비 청소 및 방제 서비스업,2022-08-02
1648,7421,건물 및 산업설비 청소업,2022-08-02
1649,74211,건축물 일반 청소업,2022-08-02
1650,74212,산업설비,2022-08-02
1651,7422,소독,2022-08-02
1652,74220,소독,2022-08-02
1653,743,조경관리 및 유지 서비스업,2022-08-02
1654,7430,조경관리 및 유지 서비스업,2022-08-02
1655,74300,조경관리 및 유지 서비스업,2022-08-02
1656,75,사업 지원 서비스업,2022-08-02
1657,751,고용 알선 및 인력 공급업,2022-08-02
1658,7511,고용 알선업,2022-08-02
1659,75110,고용 알선업,2022-08-02
1660,7512,인력 공급업,2022-08-02
1661,75121,임시 및 일용 인력 공급업,2022-08-02
1662,75122,상용 인력 공급 및 인사관리 서비스업,2022-08-02
1663,752,여행사 및 기타 여행 보조 서비스업,2022-08-02
1664,7521,여행사업,2022-08-02
1665,75210,여행사업,2022-08-02
1666,7529,기타 여행 보조 및 예약 서비스업,2022-08-02
1667,75290,기타 여행 보조 및 예약 서비스업,2022-08-02
1668,753,경비,2022-08-02
1669,7531,경비 및 경호 서비스업,2022-08-02
1670,75310,경비 및 경호 서비스업,2022-08-02
1671,7532,보안 시스템 서비스업,2022-08-02
1672,75320,보안 시스템 서비스업,2022-08-02
1673,7533,탐정 및 조사 서비스업,2022-08-02
1674,75330,탐정 및 조사 서비스업,2022-08-02
1675,759,기타 사업 지원 서비스업,2022-08-02
1676,7591,사무 지원 서비스업,2022-08-02
1677,75911,문서 작성업,2022-08-02
1678,75912,복사업,2022-08-02
1679,75919,기타 사무 지원 서비스업,2022-08-02
1680,7599,그 외 기타 사업 지원 서비스업,2022-08-02
1681,75991,콜센터 및 텔레마케팅 서비스업,2022-08-02
1682,75992,전시,2022-08-02
1683,75993,신용 조사 및 추심 대행업,2022-08-02
1684,75994,포장 및 충전업,2022-08-02
1685,75999,그 외 기타 분류 안된 사업 지원 서비스업,2022-08-02
1686,76,임대업; 부동산 제외,2022-08-02
1687,761,운송장비 임대업,2022-08-02
1688,7611,자동차 임대업,2022-08-02
1689,76110,자동차 임대업,2022-08-02
1690,7619,기타 운송장비 임대업,2022-08-02
1691,76190,기타 운송장비 임대업,2022-08-02
1692,762,개인 및 가정용품 임대업,2022-08-02
1693,7621,스포츠 및 레크리에이션 용품 임대업,2022-08-02
1694,76210,스포츠 및 레크리에이션 용품 임대업,2022-08-02
1695,7622,음반 및 비디오물 임대업,2022-08-02
1696,76220,음반 및 비디오물 임대업,2022-08-02
1697,7629,기타 개인 및 가정용품 임대업,2022-08-02
1698,76291,서적 임대업,2022-08-02
1699,76292,의류 임대업,2022-08-02
1700,76299,그 외 기타 개인 및 가정용품 임대업,2022-08-02
1701,763,산업용 기계 및 장비 임대업,2022-08-02
